data_id,treat,age,education,black,hispanic,married,nodegree,re75,re78
Lalonde Sample,0,31,12,1,0,0,0,0,7284.394
Lalonde Sample,0,22,12,1,0,0,0,2158.05,0
Lalonde Sample,0,28,14,1,0,0,0,6539.5371,3123.116
Lalonde Sample,0,35,10,1,0,0,1,0,445.8309
Lalonde Sample,0,20,12,1,0,0,0,0,0
Lalonde Sample,0,30,9,0,0,0,1,3141.917,1320.923
Lalonde Sample,0,25,11,1,0,0,1,0,0
Lalonde Sample,0,25,10,1,0,0,1,0,7367.04
Lalonde Sample,0,35,11,1,0,0,1,0,0
Lalonde Sample,0,22,8,1,0,0,1,6150.52,0
Lalonde Sample,0,21,12,1,0,0,0,449.04791,0
Lalonde Sample,0,20,10,1,0,0,1,0,2015.5031
Lalonde Sample,0,21,8,1,0,0,1,2237.208,1764.108
Lalonde Sample,0,25,9,0,1,0,1,0,15791.13
Lalonde Sample,0,24,10,0,1,0,1,3000.8379,5350.0381
Lalonde Sample,0,33,11,1,0,0,1,2899.8201,18859.891
Lalonde Sample,0,21,9,1,0,0,1,12357.22,0
Lalonde Sample,0,27,11,1,0,1,1,4491.8838,0
Lalonde Sample,0,27,10,1,0,0,1,0,1135.47
Lalonde Sample,0,20,11,0,1,0,1,0,6378.7202
Lalonde Sample,0,25,13,1,0,0,0,10240.36,10020.72
Lalonde Sample,0,18,11,1,0,0,1,645.27228,5497.5908
Lalonde Sample,0,26,11,1,0,0,1,0,7176.187
Lalonde Sample,0,38,8,1,0,0,1,0,0
Lalonde Sample,0,21,11,1,0,1,1,7652.1201,8396.6543
Lalonde Sample,0,34,11,1,0,0,1,8912.4844,5611.8662
Lalonde Sample,0,21,10,1,0,0,1,1162.3621,39483.531
Lalonde Sample,0,31,13,1,0,0,0,10393.61,7404.7622
Lalonde Sample,0,34,10,1,0,0,1,0,7952.54
Lalonde Sample,0,25,11,1,0,0,1,3649.769,0
Lalonde Sample,0,24,9,1,0,0,1,1275.356,8644.4268
Lalonde Sample,0,19,12,1,0,0,0,0,0
Lalonde Sample,0,32,8,1,0,0,1,0,7152.1318
Lalonde Sample,0,20,9,0,1,0,1,0,8329.8232
Lalonde Sample,0,23,10,1,0,0,1,0,0
Lalonde Sample,0,38,10,1,0,0,1,0,12429.91
Lalonde Sample,0,24,11,1,0,0,1,0,0
Lalonde Sample,0,19,10,0,1,0,1,1197.462,11223.72
Lalonde Sample,0,23,11,1,0,0,1,0,5088.7598
Lalonde Sample,0,20,7,0,1,0,1,0,4374.04
Lalonde Sample,0,25,10,1,0,1,1,9319.4443,0
Lalonde Sample,0,21,11,1,0,0,1,0,1553.291
Lalonde Sample,0,25,10,1,0,0,1,0,0
Lalonde Sample,0,22,11,1,0,1,1,0,1698.304
Lalonde Sample,0,29,9,0,1,0,1,16341.16,16900.301
Lalonde Sample,0,21,11,1,0,0,1,1862.889,11630.66
Lalonde Sample,0,21,7,1,0,0,1,0,11011.57
Lalonde Sample,0,23,11,1,0,0,1,0,0
Lalonde Sample,0,20,12,1,0,0,0,1371.473,20893.109
Lalonde Sample,0,21,11,0,1,0,1,8920.4707,20857.84
Lalonde Sample,0,26,12,1,0,0,0,7322.0371,4677.0488
Lalonde Sample,0,24,12,0,0,0,0,0,11294.63
Lalonde Sample,0,43,10,1,0,0,1,4128.4429,7565.2729
Lalonde Sample,0,31,11,1,0,0,1,1726.4449,0
Lalonde Sample,0,22,11,1,0,0,1,2707.3721,100.6998
Lalonde Sample,0,29,11,1,0,0,1,0,0
Lalonde Sample,0,24,11,1,0,0,1,0,14626.39
Lalonde Sample,0,22,9,1,0,0,1,0,12898.38
Lalonde Sample,0,19,11,1,0,0,1,8870.8789,7396.292
Lalonde Sample,0,28,11,1,0,0,1,0,5767.1328
Lalonde Sample,0,18,10,0,1,0,1,0,6527.9189
Lalonde Sample,0,18,9,1,0,0,1,2138.094,5767.7041
Lalonde Sample,0,26,10,1,0,0,1,0,3931.238
Lalonde Sample,0,25,10,1,0,0,1,0,20942.24
Lalonde Sample,0,26,12,1,0,0,0,8479.5928,10820.55
Lalonde Sample,0,23,11,1,0,0,1,29897.189,23483.449
Lalonde Sample,0,20,8,0,1,0,1,1124.801,11731.2
Lalonde Sample,0,24,10,1,0,0,1,0,0
Lalonde Sample,0,27,13,1,0,0,0,8797.3477,1653.481
Lalonde Sample,0,26,5,1,0,0,1,0,0
Lalonde Sample,0,37,10,1,0,0,1,8606.7432,0
Lalonde Sample,0,36,10,1,0,0,1,0,14690.35
Lalonde Sample,0,22,11,1,0,0,1,0,0
Lalonde Sample,0,22,9,1,0,0,1,506.40759,604.19873
Lalonde Sample,0,25,12,1,0,0,0,0,3418.0969
Lalonde Sample,0,22,10,1,0,0,1,1765.676,0
Lalonde Sample,0,27,11,1,0,0,1,0,11197.34
Lalonde Sample,0,29,8,1,0,0,1,0,0
Lalonde Sample,0,18,9,1,0,0,1,2006.629,6546.0098
Lalonde Sample,0,24,12,1,0,0,0,0,0
Lalonde Sample,0,27,9,0,1,0,1,1596.762,6723.4141
Lalonde Sample,0,19,9,1,0,0,1,902.45648,1914.4139
Lalonde Sample,0,22,10,1,0,0,1,0,0
Lalonde Sample,0,29,12,1,0,0,0,1359.347,132.75999
Lalonde Sample,0,30,11,1,0,1,1,9311.9385,3982.801
Lalonde Sample,0,22,7,1,0,0,1,13503.77,11607.09
Lalonde Sample,0,24,7,1,0,0,1,0,1455.6899
Lalonde Sample,0,29,14,1,0,0,0,3357.1851,7226.0488
Lalonde Sample,0,29,12,1,0,0,0,0,1890.937
Lalonde Sample,0,22,11,1,0,0,1,1321.66,2639.29
Lalonde Sample,0,25,11,0,1,1,1,0,4485.6162
Lalonde Sample,0,30,12,1,0,0,0,0,13613.35
Lalonde Sample,0,22,8,1,0,0,1,0,1390.509
Lalonde Sample,0,55,3,1,0,0,1,0,5843.7959
Lalonde Sample,0,35,10,1,0,0,1,9902.7627,9453.8271
Lalonde Sample,0,20,10,1,0,0,1,0,8598.5225
Lalonde Sample,0,29,9,1,0,0,1,1203.824,9378.6533
Lalonde Sample,0,20,11,1,0,0,1,3470.3889,7896.707
Lalonde Sample,0,27,9,1,0,0,1,2129.0161,0
Lalonde Sample,0,28,10,1,0,1,1,6449.48,16988.18
Lalonde Sample,0,20,11,1,0,0,1,2531.311,0
Lalonde Sample,0,26,14,1,0,1,0,2025.566,0
Lalonde Sample,0,19,8,0,1,0,1,1087.803,2987.1011
Lalonde Sample,0,34,11,1,0,0,1,0,2920.199
Lalonde Sample,0,22,12,1,0,0,0,0,0
Lalonde Sample,0,32,12,0,1,1,0,0,6735.3198
Lalonde Sample,0,19,11,1,0,0,1,1868.021,0
Lalonde Sample,0,31,10,1,0,0,1,0,0
Lalonde Sample,0,18,9,1,0,0,1,0,0
Lalonde Sample,0,28,10,1,0,0,1,4479.5869,128.672
Lalonde Sample,0,32,12,1,0,0,0,12419.18,10673.7
Lalonde Sample,0,50,10,0,1,0,1,0,0
Lalonde Sample,0,20,12,1,0,0,0,591.81512,4159.9189
Lalonde Sample,0,25,11,1,0,1,1,0,44.755459
Lalonde Sample,0,23,10,1,0,1,1,0,0
Lalonde Sample,0,21,14,1,0,0,0,5926.7949,29408.039
Lalonde Sample,0,38,10,1,0,0,1,0,0
Lalonde Sample,0,25,7,0,1,0,1,1177.118,9722.3486
Lalonde Sample,0,25,10,1,0,1,1,0,3701.812
Lalonde Sample,0,29,12,1,0,0,0,2080.209,16969.949
Lalonde Sample,0,42,10,1,0,0,1,0,6930.3359
Lalonde Sample,0,39,12,1,0,1,0,0,3795.7991
Lalonde Sample,0,27,11,1,0,1,1,20035.26,9074.7637
Lalonde Sample,0,34,13,1,0,1,0,0,5193.2471
Lalonde Sample,0,25,11,1,0,1,1,3266.406,479.2677
Lalonde Sample,0,28,10,1,0,0,1,10068.4,0
Lalonde Sample,0,24,7,1,0,0,1,0,2193.5281
Lalonde Sample,0,32,11,1,0,0,1,0,11120.53
Lalonde Sample,0,27,13,1,0,0,0,0,7609.5181
Lalonde Sample,0,20,12,1,0,0,0,4932.2148,6086.9658
Lalonde Sample,0,29,13,1,0,0,0,2265.5791,2725.322
Lalonde Sample,0,26,10,1,0,0,1,0,2169.0271
Lalonde Sample,0,44,11,1,0,0,1,0,0
Lalonde Sample,0,24,9,1,0,0,1,4118.6812,597.41998
Lalonde Sample,0,28,10,0,0,1,1,6346.1929,6793.0771
Lalonde Sample,0,24,11,1,0,0,1,1327.993,9495.9023
Lalonde Sample,0,25,11,1,0,0,1,0,1264.2321
Lalonde Sample,0,25,8,1,0,1,1,515.82739,14281.31
Lalonde Sample,0,23,11,1,0,0,1,5716.4072,10274.84
Lalonde Sample,0,20,11,1,0,0,1,1650.4611,278.87509
Lalonde Sample,0,24,12,1,0,0,0,8100.5332,11235.11
Lalonde Sample,0,20,11,0,0,1,1,8159.5068,6336.7832
Lalonde Sample,0,25,12,1,0,0,0,0,0
Lalonde Sample,0,28,11,1,0,0,1,863.47949,0
Lalonde Sample,0,28,12,1,0,1,0,0,0
Lalonde Sample,0,21,12,0,0,0,0,5440.8149,11544.01
Lalonde Sample,0,24,11,0,0,0,1,1468.3831,10361.69
Lalonde Sample,0,32,10,1,0,0,1,0,0
Lalonde Sample,0,21,10,1,0,1,1,1785.1801,6831.106
Lalonde Sample,0,21,8,1,0,0,1,6608.3042,3083.5811
Lalonde Sample,0,25,10,1,0,1,1,11696.37,11127.28
Lalonde Sample,0,22,10,0,0,1,1,23031.98,5448.8008
Lalonde Sample,0,22,10,1,0,0,1,0,0
Lalonde Sample,0,19,9,1,0,0,1,0,5712.6431
Lalonde Sample,0,31,10,1,0,1,1,0,0
Lalonde Sample,0,23,11,1,0,0,1,0,0
Lalonde Sample,0,22,11,1,0,0,1,875.26147,9139.6523
Lalonde Sample,0,33,11,1,0,0,1,0,0
Lalonde Sample,0,27,10,1,0,0,1,0,1184.882
Lalonde Sample,0,29,11,1,0,1,1,0,10225.88
Lalonde Sample,0,38,10,1,0,1,1,14701.95,4393.5229
Lalonde Sample,0,20,6,1,0,0,1,2850.6101,0
Lalonde Sample,0,23,10,1,0,0,1,0,0
Lalonde Sample,0,29,11,1,0,0,1,3256.165,3290.293
Lalonde Sample,0,26,9,1,0,0,1,6955.0542,11856.88
Lalonde Sample,0,25,9,1,0,1,1,0,4715.3711
Lalonde Sample,0,24,11,1,0,0,1,13370.58,19533.881
Lalonde Sample,0,25,10,1,0,0,1,0,289.78989
Lalonde Sample,0,23,11,0,0,0,1,19995.641,12896.22
Lalonde Sample,0,25,13,1,0,0,0,3751.0481,1672.776
Lalonde Sample,0,20,9,1,0,0,1,9164.4492,8924.3945
Lalonde Sample,0,25,11,1,0,0,1,3072.7261,284.65839
Lalonde Sample,0,29,12,0,0,0,0,12205.14,16328.96
Lalonde Sample,0,25,9,1,0,1,1,16946.631,7343.9639
Lalonde Sample,0,23,11,1,0,0,1,580.7901,0
Lalonde Sample,0,44,9,1,0,1,1,10857.24,12359.31
Lalonde Sample,0,22,12,1,0,1,0,9352.1992,8072.1812
Lalonde Sample,0,20,11,0,0,0,1,1159.131,0
Lalonde Sample,0,36,11,1,0,0,1,7311.561,0
Lalonde Sample,0,24,10,1,0,0,1,0,0
Lalonde Sample,0,28,8,0,0,0,1,0,8190.4209
Lalonde Sample,0,39,11,1,0,0,1,83.689636,0
Lalonde Sample,0,27,12,0,1,0,0,24276.971,15762.88
Lalonde Sample,0,31,10,1,0,0,1,520.44629,14527.88
Lalonde Sample,0,26,6,1,0,0,1,0,4813.0498
Lalonde Sample,0,30,11,1,0,1,1,24105.391,7263.0249
Lalonde Sample,0,31,8,1,0,0,1,4577.6802,6153.8301
Lalonde Sample,0,26,8,1,0,0,1,5562.5981,3523.5779
Lalonde Sample,0,26,10,1,0,1,1,9107.4307,12659.58
Lalonde Sample,0,24,12,1,0,0,0,159.8847,0
Lalonde Sample,0,25,11,1,0,0,1,2455.0669,8764.1484
Lalonde Sample,0,29,9,1,0,0,1,9160.6934,0
Lalonde Sample,0,30,14,1,0,1,0,0,7344.6782
Lalonde Sample,0,25,10,1,0,1,1,0,0
Lalonde Sample,0,41,12,1,0,0,0,9818.4668,0
Lalonde Sample,0,29,11,1,0,1,1,0,0
Lalonde Sample,0,25,12,1,0,1,0,0,0
Lalonde Sample,0,28,13,1,0,0,0,0,0
Lalonde Sample,0,23,11,1,0,0,1,0,4350.9072
Lalonde Sample,0,54,11,1,0,0,1,0,7812.522
Lalonde Sample,0,33,5,0,1,0,1,0,0
Lalonde Sample,0,31,12,0,0,0,0,494.64301,0
Lalonde Sample,0,34,12,1,0,0,0,4087.2141,5670.8198
Lalonde Sample,0,50,8,1,0,1,1,5630.0498,8997.1934
Lalonde Sample,0,31,11,1,0,0,1,7505.2129,308.33521
Lalonde Sample,0,36,12,0,1,0,0,11491.95,4978.501
Lalonde Sample,0,20,8,1,0,0,1,0,3644.655
Lalonde Sample,0,24,12,0,0,1,0,24294.75,665.73743
Lalonde Sample,0,23,12,0,1,0,0,8960.6836,7078.1782
Lalonde Sample,0,26,13,0,0,0,0,5395.1191,9766.2002
Lalonde Sample,0,28,11,0,0,0,1,3200.9121,7645.0552
Lalonde Sample,0,45,9,1,0,0,1,0,4844.8032
Lalonde Sample,0,23,10,1,0,1,1,9854.1533,0
Lalonde Sample,0,28,11,1,0,0,1,13371.25,0
Lalonde Sample,0,26,11,1,0,1,1,4184.7319,0
Lalonde Sample,0,22,10,1,0,0,1,2174.9551,5344.021
Lalonde Sample,0,27,13,0,0,0,0,474.5018,4812.5762
Lalonde Sample,0,27,12,0,1,0,0,2677.771,17395.17
Lalonde Sample,0,39,6,1,0,0,1,0,0
Lalonde Sample,0,25,11,1,0,0,1,0,0
Lalonde Sample,0,31,11,1,0,0,1,18291.41,0
Lalonde Sample,0,22,12,1,0,0,0,2003.6801,439.68811
Lalonde Sample,0,22,10,1,0,0,1,13732.98,10770.96
Lalonde Sample,0,28,10,1,0,0,1,367.82339,4858.895
Lalonde Sample,0,31,11,1,0,0,1,6382.5869,0
Lalonde Sample,0,27,10,1,0,1,1,11280.71,0
Lalonde Sample,0,28,11,1,0,1,1,5393.895,4974.5859
Lalonde Sample,0,26,12,1,0,0,0,0,0
Lalonde Sample,0,27,12,1,0,0,0,32984.25,10833.34
Lalonde Sample,0,27,12,0,0,0,0,5035.4438,0
Lalonde Sample,0,36,12,1,0,0,0,142.39729,0
Lalonde Sample,0,26,8,1,0,1,1,4084.2581,0
Lalonde Sample,0,23,9,1,0,1,1,19289.85,7600.104
Lalonde Sample,0,23,10,1,0,0,1,0,0
Lalonde Sample,0,31,12,1,0,0,0,5613.9092,0
Lalonde Sample,0,36,7,1,0,0,1,1606.662,20780.65
Lalonde Sample,0,39,12,1,0,1,0,6608.1372,499.2572
Lalonde Sample,0,35,11,1,0,1,1,8720.9053,0
Lalonde Sample,0,21,9,0,0,0,1,1577.167,1740.199
Lalonde Sample,0,36,11,0,1,0,1,3063.8779,1324.542
Lalonde Sample,0,27,12,0,0,0,0,0,14792.9
Lalonde Sample,0,26,11,1,0,0,1,1174.991,6672.021
Lalonde Sample,0,28,9,1,0,1,1,9210.4473,1239.844
Lalonde Sample,0,33,9,0,1,1,1,0,0
Lalonde Sample,0,28,11,1,0,1,1,10033.91,0
Lalonde Sample,0,22,11,1,0,0,1,6974.4839,3708.719
Lalonde Sample,0,25,11,1,0,0,1,4284.4292,4116.7021
Lalonde Sample,0,25,10,1,0,1,1,0,0
Lalonde Sample,0,27,11,1,0,0,1,766.29858,0
Lalonde Sample,0,26,8,0,0,1,1,36941.27,30247.5
Lalonde Sample,0,28,12,1,0,1,0,5551.4561,12780.02
Lalonde Sample,0,25,10,0,0,0,1,8140.4019,3412.9551
Lalonde Sample,0,22,10,0,0,0,1,10598.67,7094.9199
Lalonde Sample,0,23,8,1,0,0,1,0,3746.7009
Lalonde Sample,0,20,12,0,0,0,0,3104.8149,12573.97
Lalonde Sample,0,19,11,1,0,0,1,3285.6799,11195.93
Lalonde Sample,0,17,9,0,1,0,1,671.22711,4209.5791
Lalonde Sample,0,19,11,1,0,0,1,5160.2588,0
Lalonde Sample,0,18,11,1,0,0,1,4152.6089,4164.7671
Lalonde Sample,0,17,10,0,1,0,1,1239.6281,5088.9858
Lalonde Sample,0,20,11,1,0,0,1,3248.937,6027.6392
Lalonde Sample,0,18,8,1,0,0,1,0,1568.15
Lalonde Sample,0,20,10,1,0,0,1,3677.5879,557.74988
Lalonde Sample,0,18,11,1,0,0,1,2041.363,796.55902
Lalonde Sample,0,19,10,0,1,0,1,2275.3679,4335.1592
Lalonde Sample,0,17,8,1,0,0,1,0,7010.4438
Lalonde Sample,0,17,10,0,1,0,1,1734.559,6354.1938
Lalonde Sample,0,18,10,1,0,0,1,2682.125,0
Lalonde Sample,0,18,10,1,0,0,1,240.1067,2891.668
Lalonde Sample,0,19,11,0,1,1,1,308.21921,0
Lalonde Sample,0,18,11,1,0,0,1,8784.2373,1824.377
Lalonde Sample,0,19,11,1,0,0,1,1615.901,8823.0586
Lalonde Sample,0,19,10,1,0,0,1,963.99707,7047.0801
Lalonde Sample,0,19,9,0,1,0,1,0,3811.6831
Lalonde Sample,0,18,10,1,0,0,1,1642.365,0
Lalonde Sample,0,18,10,1,0,0,1,0,9602.4395
Lalonde Sample,0,17,11,1,0,0,1,3796.0291,0
Lalonde Sample,0,18,6,0,1,0,1,6142.6812,3825.3081
Lalonde Sample,0,19,11,1,0,0,1,2445.5891,9772.2832
Lalonde Sample,0,18,8,0,1,0,1,0,10798.56
Lalonde Sample,0,18,11,1,0,0,1,0,4657.2729
Lalonde Sample,0,17,11,1,0,0,1,0,8551.5332
Lalonde Sample,0,19,10,1,0,0,1,0,4309.8779
Lalonde Sample,0,19,10,1,0,0,1,0,5286.396
Lalonde Sample,0,18,9,1,0,0,1,0,12486.17
Lalonde Sample,0,18,10,1,0,0,1,2285.03,3268.938
Lalonde Sample,0,18,11,1,0,0,1,2292.1709,4994.2271
Lalonde Sample,0,18,10,1,0,0,1,273.55249,5514.3652
Lalonde Sample,0,18,9,0,1,0,1,2684.9099,2978.6689
Lalonde Sample,0,18,9,1,0,0,1,0,10877.35
Lalonde Sample,0,18,12,1,0,0,0,1405.512,0
Lalonde Sample,0,18,9,0,1,0,1,1646.51,1065.672
Lalonde Sample,0,19,11,1,0,0,1,393.8598,2481.5181
Lalonde Sample,0,18,7,0,1,1,1,2672.2019,6330.8882
Lalonde Sample,0,19,11,0,0,0,1,823.25439,2649.5991
Lalonde Sample,0,18,8,0,1,0,1,2483.8521,11135.53
Lalonde Sample,0,17,8,1,0,0,1,1178.219,14380.17
Lalonde Sample,0,18,10,1,0,0,1,0,202.2847
Lalonde Sample,0,17,10,1,0,0,1,1726.439,11061.62
Lalonde Sample,0,17,10,1,0,0,1,664.56897,0
Lalonde Sample,0,20,10,1,0,0,1,690.19202,10864.88
Lalonde Sample,0,18,10,1,0,0,1,1428.144,11602.94
Lalonde Sample,0,19,11,1,0,0,1,705.19641,0
Lalonde Sample,0,17,10,1,0,0,1,0,2657.7051
Lalonde Sample,0,18,7,1,0,0,1,0,4132.5771
Lalonde Sample,0,18,11,1,0,0,1,0,11303.14
Lalonde Sample,0,20,9,1,0,0,1,2483.8521,0
Lalonde Sample,0,19,10,0,1,0,1,0,0
Lalonde Sample,0,18,9,1,0,0,1,0,0
Lalonde Sample,0,17,10,1,0,0,1,0,0
Lalonde Sample,0,17,11,1,0,0,1,1156.797,6365.0308
Lalonde Sample,0,17,10,1,0,0,1,0,2189.426
Lalonde Sample,0,18,9,1,0,0,1,490.46561,3480.8469
Lalonde Sample,0,19,11,1,0,0,1,0,0
Lalonde Sample,0,17,8,0,0,0,1,0,10210.99
Lalonde Sample,0,18,10,1,0,0,1,0,11048.08
Lalonde Sample,0,18,9,1,0,0,1,0,0
Lalonde Sample,0,17,9,1,0,0,1,2595.2671,0
Lalonde Sample,0,17,8,1,0,0,1,0,8993.8652
Lalonde Sample,0,17,8,1,0,0,1,2036.79,0
Lalonde Sample,0,19,9,0,1,0,1,2750.8411,15581.44
Lalonde Sample,0,17,9,1,0,0,1,620.96271,18085.73
Lalonde Sample,0,19,10,1,0,0,1,1428.144,4687.937
Lalonde Sample,0,19,6,0,1,0,1,0,5071.8008
Lalonde Sample,0,20,11,1,0,0,1,1633.202,1310.7271
Lalonde Sample,0,19,10,0,0,0,1,0,3194.01
Lalonde Sample,0,17,11,0,0,0,1,0,0
Lalonde Sample,0,18,9,0,0,0,1,559.59601,7300.498
Lalonde Sample,0,20,11,1,0,0,1,7666.875,7659.2178
Lalonde Sample,0,20,10,1,0,0,1,2856.2871,18347.26
Lalonde Sample,0,20,9,1,0,0,1,0,5193.0889
Lalonde Sample,0,19,9,1,0,0,1,2642.0669,2652.625
Lalonde Sample,0,18,10,1,0,0,1,2456.9939,13674.75
Lalonde Sample,0,19,11,1,0,0,1,4503.064,0
Lalonde Sample,0,17,9,1,0,0,1,0,0
Lalonde Sample,0,18,9,1,0,0,1,1413.863,3475.52
Lalonde Sample,0,17,11,1,0,0,1,165.2077,4251.127
Lalonde Sample,0,17,10,1,0,0,1,0,275.5661
Lalonde Sample,0,19,10,1,0,0,1,604.15387,0
Lalonde Sample,0,17,10,0,1,0,1,1168.902,11306.27
Lalonde Sample,0,20,9,1,0,0,1,9691.0332,8562.6025
Lalonde Sample,0,17,9,1,0,0,1,0,3590.7019
Lalonde Sample,0,19,11,1,0,0,1,0,0
Lalonde Sample,0,17,10,0,0,0,1,2465.613,4211.6621
Lalonde Sample,0,19,10,1,0,1,1,0,12797.67
Lalonde Sample,0,20,9,1,0,0,1,0,2035.9139
Lalonde Sample,0,18,11,1,0,0,1,1170.327,604.2287
Lalonde Sample,0,18,10,0,1,1,1,1922.625,4768.354
Lalonde Sample,0,18,9,1,0,0,1,0,2389.679
Lalonde Sample,0,18,11,1,0,0,1,0,0
Lalonde Sample,0,20,10,1,0,0,1,2749.9771,6867.7412
Lalonde Sample,0,17,10,0,1,0,1,0,8469.2754
Lalonde Sample,0,19,11,1,0,0,1,0,0
Lalonde Sample,0,19,9,1,0,0,1,1537.929,4188.7358
Lalonde Sample,0,17,10,1,0,0,1,0,1143.387
Lalonde Sample,0,20,11,1,0,0,1,8012.085,18155.83
Lalonde Sample,0,17,8,1,0,0,1,768.81018,3020.948
Lalonde Sample,0,18,8,0,0,0,1,1345.9091,1725.592
Lalonde Sample,0,20,10,1,0,0,1,825.2301,0
Lalonde Sample,0,17,9,0,1,0,1,0,5114.814
Lalonde Sample,0,17,9,1,0,0,1,1206.441,0
Lalonde Sample,0,19,11,1,0,0,1,0,0
Lalonde Sample,0,18,10,1,0,0,1,0,781.2243
