"id","water_bill","barrel","barrel_num","yard_size","home_garden","home_garden_num","attitude_env","temperature"
1,212.73,"Barrel",1,25811,"No home garden",0,3,94.3315625
2,258.76,"No barrel",0,39479,"Home garden",1,7,61.7815625
3,156.49,"Barrel",1,13297,"No home garden",0,7,83.7528125
4,254.84,"No barrel",0,28259,"No home garden",0,2,72.970625
5,194.78,"Barrel",1,21479,"No home garden",0,5,65.0365625
6,201.81,"Barrel",1,28906,"Home garden",1,8,82.5321875
7,210.42,"No barrel",0,7041,"No home garden",0,3,64.2228125
8,255.56,"No barrel",0,29434,"No home garden",0,4,74.3946875
9,187.88,"Barrel",1,24779,"Home garden",1,8,71.75
10,252.21,"No barrel",0,29741,"Home garden",1,9,68.495
11,174.36,"Barrel",1,16931,"No home garden",0,7,72.7671875
12,183.78,"Barrel",1,10357,"No home garden",0,8,80.70125
13,202.02,"Barrel",1,16071,"No home garden",0,6,94.128125
14,185.85,"Barrel",1,14977,"No home garden",0,6,77.853125
15,211.61,"Barrel",1,13053,"No home garden",0,3,95.5521875
16,208,"Barrel",1,24206,"No home garden",0,4,72.3603125
17,181.79,"No barrel",0,14641,"No home garden",0,8,48.7615625
18,213.09,"Barrel",1,15519,"No home garden",0,3,89.245625
19,174.12,"No barrel",0,6782,"No home garden",0,9,56.695625
20,231.34,"No barrel",0,19185,"No home garden",0,5,63.8159375
21,219.84,"No barrel",0,26319,"Home garden",1,7,71.5465625
22,192.17,"Barrel",1,35468,"Home garden",1,7,82.32875
23,236.49,"Barrel",1,35299,"No home garden",0,3,94.535
24,183.51,"No barrel",0,8066,"No home garden",0,8,73.5809375
25,179.93,"No barrel",0,9509,"No home garden",0,6,72.3603125
26,188.89,"Barrel",1,21281,"No home garden",0,2,69.715625
27,265.28,"No barrel",0,20160,"No home garden",0,2,77.039375
28,266.37,"No barrel",0,28510,"Home garden",1,7,74.8015625
29,142.15,"Barrel",1,3815,"No home garden",0,6,61.578125
30,223.17,"No barrel",0,11933,"No home garden",0,4,74.598125
31,265.78,"No barrel",0,36989,"Home garden",1,5,57.509375
32,203.82,"No barrel",0,13489,"No home garden",0,5,78.26
33,250.57,"No barrel",0,17570,"No home garden",0,2,68.901875
34,225.84,"No barrel",0,17197,"No home garden",0,3,77.2428125
35,261.62,"No barrel",0,37644,"Home garden",1,6,64.42625
36,257.22,"No barrel",0,33476,"Home garden",1,7,73.5809375
37,233.64,"No barrel",0,24009,"No home garden",0,1,59.54375
38,204.67,"Barrel",1,10880,"No home garden",0,4,94.3315625
39,271.29,"No barrel",0,31316,"Home garden",1,6,75.005
40,260.6,"No barrel",0,34542,"Home garden",1,5,76.8359375
41,233.32,"No barrel",0,14983,"No home garden",0,4,72.7671875
42,192.14,"Barrel",1,27877,"Home garden",1,9,64.019375
43,233.46,"Barrel",1,27994,"No home garden",0,5,93.72125
44,189.38,"No barrel",0,15527,"No home garden",0,2,69.1053125
45,171.08,"Barrel",1,13715,"No home garden",0,8,81.921875
46,268.69,"No barrel",0,28308,"No home garden",0,2,76.0221875
47,222.04,"No barrel",0,26454,"No home garden",0,5,59.54375
48,256.28,"No barrel",0,29906,"No home garden",0,4,75.81875
49,213.61,"No barrel",0,18501,"Home garden",1,9,70.1225
50,248.19,"No barrel",0,26720,"No home garden",0,5,78.8703125
51,270.18,"No barrel",0,35343,"Home garden",1,6,69.9190625
52,216.79,"No barrel",0,12211,"No home garden",0,6,71.9534375
53,235.35,"Barrel",1,28904,"Home garden",1,7,87.0078125
54,175.73,"Barrel",1,13592,"No home garden",0,6,80.294375
55,210.69,"No barrel",0,12990,"No home garden",0,4,75.005
56,184.29,"Barrel",1,9363,"No home garden",0,7,80.294375
57,239.13,"No barrel",0,27521,"Home garden",1,7,65.8503125
58,224.67,"Barrel",1,24539,"No home garden",0,3,79.6840625
59,250.85,"No barrel",0,26410,"No home garden",0,4,70.93625
60,166.68,"Barrel",1,12062,"No home garden",0,6,74.598125
61,235.72,"Barrel",1,32672,"No home garden",0,4,76.8359375
62,207.25,"Barrel",1,34827,"Home garden",1,6,76.6325
63,205.15,"Barrel",1,24811,"No home garden",0,3,82.735625
64,186,"No barrel",0,13646,"No home garden",0,6,63.8159375
65,223.82,"No barrel",0,20140,"No home garden",0,3,55.881875
66,229.3,"Barrel",1,24714,"No home garden",0,4,70.93625
67,219.04,"No barrel",0,11316,"No home garden",0,8,73.9878125
68,287.82,"No barrel",0,23572,"No home garden",0,4,79.480625
69,253.42,"No barrel",0,29730,"No home garden",0,5,70.529375
70,206.44,"No barrel",0,12860,"No home garden",0,6,67.0709375
71,213.55,"No barrel",0,13761,"No home garden",0,5,58.1196875
72,221.17,"Barrel",1,25221,"No home garden",0,4,67.8846875
73,227.28,"No barrel",0,31993,"Home garden",1,5,68.495
74,179.57,"Barrel",1,31952,"No home garden",0,5,52.8303125
75,254.44,"No barrel",0,36695,"Home garden",1,5,61.7815625
76,223,"No barrel",0,16829,"No home garden",0,1,55.2715625
77,212.64,"No barrel",0,26067,"Home garden",1,7,63.0021875
78,224.06,"No barrel",0,23897,"No home garden",0,7,70.1225
79,234.41,"No barrel",0,34248,"Home garden",1,7,70.1225
80,257.09,"No barrel",0,28608,"Home garden",1,7,75.81875
81,126.53,"Barrel",1,4832,"No home garden",0,7,52.626875
82,244.96,"No barrel",0,24637,"Home garden",1,6,67.8846875
83,252.02,"No barrel",0,29531,"Home garden",1,6,64.6296875
84,214.61,"No barrel",0,18565,"No home garden",0,5,66.05375
85,219.13,"No barrel",0,19108,"No home garden",0,1,75.411875
86,245.27,"No barrel",0,30574,"Home garden",1,6,75.6153125
87,229.19,"No barrel",0,20286,"No home garden",0,4,63.0021875
88,263.65,"No barrel",0,16218,"No home garden",0,4,71.1396875
89,182.68,"No barrel",0,18107,"No home garden",0,7,66.6640625
90,218.32,"No barrel",0,23129,"Home garden",1,8,73.9878125
91,189.43,"Barrel",1,17230,"Home garden",1,9,81.7184375
92,187.1,"Barrel",1,24724,"Home garden",1,7,61.7815625
93,247.13,"No barrel",0,12219,"No home garden",0,2,85.990625
94,217.41,"No barrel",0,27721,"Home garden",1,6,53.03375
95,244.46,"No barrel",0,18977,"No home garden",0,4,81.515
96,217.75,"Barrel",1,25067,"Home garden",1,7,80.9046875
97,199.82,"Barrel",1,27990,"Home garden",1,6,79.6840625
98,193.69,"No barrel",0,16333,"No home garden",0,6,63.6125
99,267.4,"No barrel",0,26412,"No home garden",0,6,72.3603125
100,121.75,"Barrel",1,6261,"No home garden",0,5,65.4434375
101,218.11,"No barrel",0,22827,"No home garden",0,3,57.1025
102,270.05,"No barrel",0,28279,"No home garden",0,4,67.274375
103,191.1,"Barrel",1,18408,"No home garden",0,6,85.58375
104,178.38,"No barrel",0,11176,"No home garden",0,6,55.881875
105,175.22,"No barrel",0,10682,"No home garden",0,6,56.4921875
106,250.71,"No barrel",0,25144,"No home garden",0,4,70.3259375
107,239.01,"No barrel",0,22087,"No home garden",0,5,70.3259375
108,226.17,"Barrel",1,33313,"Home garden",1,8,87.8215625
109,221.65,"No barrel",0,26079,"No home garden",0,5,69.715625
110,212.91,"No barrel",0,21691,"No home garden",0,5,63.8159375
111,182.32,"Barrel",1,24941,"Home garden",1,9,56.28875
112,218.28,"Barrel",1,28018,"Home garden",1,8,74.598125
113,230.27,"No barrel",0,26331,"Home garden",1,8,75.6153125
114,257.66,"No barrel",0,32150,"No home garden",0,4,67.8846875
115,210.18,"Barrel",1,27143,"No home garden",0,5,83.95625
116,166.36,"Barrel",1,15679,"Home garden",1,9,70.93625
117,240.31,"Barrel",1,34956,"No home garden",0,3,65.24
118,206.07,"Barrel",1,23506,"No home garden",0,4,89.4490625
119,218.62,"No barrel",0,21556,"No home garden",0,4,73.1740625
120,200.36,"Barrel",1,11430,"No home garden",0,2,83.549375
121,195.36,"Barrel",1,19677,"No home garden",0,4,64.2228125
122,205.18,"Barrel",1,28299,"No home garden",0,4,63.205625
123,185.46,"Barrel",1,14878,"No home garden",0,5,73.784375
124,234.73,"No barrel",0,19757,"No home garden",0,5,88.2284375
125,251.71,"No barrel",0,24519,"No home garden",0,5,71.75
126,194.99,"No barrel",0,27526,"No home garden",0,6,47.1340625
127,225.89,"No barrel",0,22271,"No home garden",0,6,68.495
128,235.78,"No barrel",0,17550,"No home garden",0,3,74.598125
129,216.38,"No barrel",0,22228,"No home garden",0,3,55.475
130,242.48,"Barrel",1,18875,"No home garden",0,2,96.569375
131,207.6,"Barrel",1,28731,"No home garden",0,3,60.5609375
132,216.38,"No barrel",0,19544,"No home garden",0,7,56.8990625
133,250.36,"Barrel",1,28653,"No home garden",0,4,93.9246875
134,223.57,"No barrel",0,14885,"No home garden",0,7,69.9190625
135,281.43,"No barrel",0,27255,"No home garden",0,5,96.569375
136,233.91,"No barrel",0,22252,"No home garden",0,5,66.460625
137,156.53,"Barrel",1,16299,"No home garden",0,3,39.2
138,227,"No barrel",0,28339,"No home garden",0,4,58.323125
139,214.42,"Barrel",1,31862,"Home garden",1,6,74.19125
140,189.05,"Barrel",1,25688,"No home garden",0,5,74.8015625
141,178.81,"Barrel",1,23795,"Home garden",1,9,76.0221875
142,243.03,"No barrel",0,26763,"No home garden",0,5,84.363125
143,241.5,"No barrel",0,20645,"No home garden",0,6,68.2915625
144,212.11,"No barrel",0,11961,"No home garden",0,4,73.1740625
145,187.78,"No barrel",0,17118,"No home garden",0,7,71.343125
146,228.93,"No barrel",0,28364,"Home garden",1,6,68.088125
147,153.46,"Barrel",1,7939,"No home garden",0,7,67.274375
148,227.48,"Barrel",1,32363,"No home garden",0,2,78.666875
149,183.06,"Barrel",1,20559,"No home garden",0,3,68.901875
150,213.13,"No barrel",0,22450,"No home garden",0,7,65.24
151,213.43,"Barrel",1,21992,"No home garden",0,4,89.4490625
152,264.03,"No barrel",0,27979,"No home garden",0,2,75.411875
153,170.94,"No barrel",0,6885,"No home garden",0,7,64.42625
154,171.81,"Barrel",1,30342,"Home garden",1,6,67.68125
155,223.55,"No barrel",0,18034,"No home garden",0,5,75.005
156,164.64,"Barrel",1,3635,"No home garden",0,4,74.598125
157,245.53,"No barrel",0,13369,"No home garden",0,2,80.70125
158,170.86,"Barrel",1,20765,"No home garden",0,7,59.54375
159,174.32,"Barrel",1,20211,"No home garden",0,5,81.7184375
160,174.87,"No barrel",0,6049,"No home garden",0,6,66.05375
161,217.44,"No barrel",0,28028,"No home garden",0,6,70.7328125
162,168.98,"No barrel",0,24006,"Home garden",1,8,55.6784375
163,193.86,"No barrel",0,22052,"No home garden",0,4,54.8646875
164,219.74,"No barrel",0,27177,"No home garden",0,6,70.93625
165,186,"Barrel",1,20355,"Home garden",1,8,84.5665625
166,145.88,"Barrel",1,9577,"No home garden",0,9,69.1053125
167,242,"No barrel",0,34602,"No home garden",0,4,71.5465625
168,235.19,"No barrel",0,24962,"No home garden",0,5,68.088125
169,168.35,"No barrel",0,7522,"No home garden",0,9,77.6496875
170,256.56,"No barrel",0,30832,"No home garden",0,3,66.6640625
171,278.48,"No barrel",0,33357,"Home garden",1,7,79.6840625
172,261.39,"No barrel",0,28891,"No home garden",0,4,71.9534375
173,191.91,"Barrel",1,7664,"No home garden",0,7,90.46625
174,254.93,"No barrel",0,22879,"No home garden",0,1,75.005
175,199.93,"Barrel",1,32797,"Home garden",1,9,73.5809375
176,151.87,"Barrel",1,6317,"No home garden",0,3,71.5465625
177,240.35,"No barrel",0,38750,"No home garden",0,4,57.91625
178,215.35,"No barrel",0,10549,"No home garden",0,6,73.3775
179,244.16,"No barrel",0,16835,"No home garden",0,2,75.6153125
180,261.26,"No barrel",0,29641,"No home garden",0,5,59.7471875
181,170.42,"No barrel",0,1950,"No home garden",0,7,67.68125
182,218.08,"Barrel",1,21646,"No home garden",0,4,84.77
183,197.67,"Barrel",1,31386,"No home garden",0,5,82.9390625
184,217.84,"No barrel",0,23409,"No home garden",0,5,68.2915625
185,292.06,"No barrel",0,36306,"No home garden",0,3,84.1596875
186,195.83,"No barrel",0,14235,"No home garden",0,8,75.2084375
187,191.54,"Barrel",1,19422,"No home garden",0,3,76.4290625
188,187.77,"No barrel",0,19659,"No home garden",0,5,48.558125
189,217.56,"Barrel",1,24669,"No home garden",0,5,83.95625
190,175.36,"Barrel",1,14662,"No home garden",0,4,66.2571875
191,220.23,"Barrel",1,24369,"No home garden",0,4,79.2771875
192,287.74,"No barrel",0,36826,"Home garden",1,7,78.666875
193,211.1,"No barrel",0,17097,"No home garden",0,5,63.4090625
194,219.79,"No barrel",0,14804,"No home garden",0,5,87.8215625
195,184.13,"Barrel",1,20895,"No home garden",0,7,67.8846875
196,195.77,"Barrel",1,23453,"No home garden",0,3,54.0509375
197,170.6,"Barrel",1,15292,"No home garden",0,3,59.3403125
198,190.45,"Barrel",1,11943,"No home garden",0,4,72.56375
199,287.96,"No barrel",0,39000,"Home garden",1,4,80.9046875
200,222.4,"Barrel",1,24622,"Home garden",1,7,82.9390625
201,190.43,"Barrel",1,12524,"No home garden",0,4,98.196875
202,167.46,"No barrel",0,7235,"No home garden",0,9,68.2915625
203,231.78,"No barrel",0,19168,"No home garden",0,6,65.8503125
204,278.05,"No barrel",0,28649,"Home garden",1,8,85.58375
205,224.18,"No barrel",0,17615,"No home garden",0,3,78.666875
206,183.79,"Barrel",1,24905,"Home garden",1,8,60.1540625
207,228.78,"No barrel",0,29426,"Home garden",1,6,61.7815625
208,209.46,"No barrel",0,22186,"No home garden",0,5,52.8303125
209,254.34,"No barrel",0,24699,"Home garden",1,8,72.3603125
210,182.66,"Barrel",1,16278,"No home garden",0,8,63.8159375
211,219.11,"Barrel",1,30939,"Home garden",1,8,93.5178125
212,225.08,"No barrel",0,28699,"No home garden",0,6,57.3059375
213,217.1,"No barrel",0,22377,"No home garden",0,5,57.7128125
214,191.22,"Barrel",1,25072,"No home garden",0,5,75.81875
215,200.23,"No barrel",0,17516,"No home garden",0,7,72.3603125
216,222.2,"No barrel",0,24901,"Home garden",1,9,71.5465625
217,137.33,"Barrel",1,3797,"No home garden",0,7,74.19125
218,164.75,"Barrel",1,12596,"No home garden",0,4,72.156875
219,212.63,"Barrel",1,29474,"Home garden",1,6,84.363125
220,158.09,"Barrel",1,20795,"Home garden",1,8,67.8846875
221,216.8,"Barrel",1,21396,"No home garden",0,5,91.8903125
222,201.3,"Barrel",1,11609,"No home garden",0,7,104.3
223,250.41,"No barrel",0,26493,"No home garden",0,4,79.07375
224,179.99,"Barrel",1,12809,"No home garden",0,7,92.500625
225,185.57,"Barrel",1,13605,"No home garden",0,7,82.9390625
226,217.07,"No barrel",0,26145,"No home garden",0,5,66.2571875
227,137.34,"Barrel",1,572,"No home garden",0,9,71.75
228,268.45,"No barrel",0,28862,"No home garden",0,4,79.07375
229,246.05,"No barrel",0,28305,"No home garden",0,4,74.598125
230,202.51,"No barrel",0,22778,"Home garden",1,7,74.3946875
231,210.98,"No barrel",0,28042,"No home garden",0,6,46.3203125
232,219.92,"No barrel",0,20065,"No home garden",0,3,78.8703125
233,190.16,"No barrel",0,8463,"No home garden",0,6,60.9678125
234,210.05,"Barrel",1,19207,"No home garden",0,3,80.0909375
235,182.9,"No barrel",0,22067,"Home garden",1,8,52.0165625
236,232.13,"No barrel",0,12730,"No home garden",0,3,82.5321875
237,244.1,"No barrel",0,23102,"No home garden",0,5,85.7871875
238,236.51,"No barrel",0,25148,"Home garden",1,6,69.9190625
239,233.59,"No barrel",0,29420,"No home garden",0,5,66.8675
240,167.92,"Barrel",1,27732,"No home garden",0,5,55.6784375
241,237.27,"No barrel",0,26237,"No home garden",0,4,70.529375
242,240.59,"No barrel",0,16245,"No home garden",0,2,78.0565625
243,228.03,"No barrel",0,20156,"No home garden",0,4,77.2428125
244,245.57,"No barrel",0,12116,"No home garden",0,3,90.46625
245,274.72,"No barrel",0,27499,"No home garden",0,4,90.873125
246,236.42,"Barrel",1,29061,"No home garden",0,3,84.363125
247,172.59,"Barrel",1,16866,"No home garden",0,8,56.8990625
248,200.29,"No barrel",0,14483,"No home garden",0,7,66.8675
249,186.47,"Barrel",1,20120,"No home garden",0,7,70.1225
250,200.91,"No barrel",0,17426,"No home garden",0,7,50.5925
251,179.23,"No barrel",0,10322,"No home garden",0,6,58.1196875
252,198.61,"No barrel",0,10334,"No home garden",0,6,81.3115625
253,270.99,"No barrel",0,31526,"Home garden",1,5,66.8675
254,220.12,"No barrel",0,14850,"No home garden",0,5,78.4634375
255,225.37,"No barrel",0,13115,"No home garden",0,3,69.5121875
256,233.38,"Barrel",1,29775,"No home garden",0,5,85.58375
257,252.06,"No barrel",0,24220,"No home garden",0,5,73.9878125
258,210.19,"No barrel",0,17341,"No home garden",0,4,52.0165625
259,206.69,"No barrel",0,23242,"No home garden",0,6,60.5609375
260,285.18,"No barrel",0,38900,"Home garden",1,7,66.05375
261,224.32,"No barrel",0,12636,"No home garden",0,5,101.85875
262,210.92,"No barrel",0,25900,"Home garden",1,7,55.881875
263,258.89,"No barrel",0,30876,"Home garden",1,6,76.8359375
264,274.52,"No barrel",0,38559,"Home garden",1,6,69.9190625
265,192.86,"Barrel",1,11182,"No home garden",0,6,89.4490625
266,241.94,"No barrel",0,25847,"No home garden",0,4,77.039375
267,220.7,"No barrel",0,16846,"No home garden",0,2,61.985
268,230.96,"No barrel",0,21089,"No home garden",0,5,69.1053125
269,205.02,"No barrel",0,11424,"No home garden",0,4,66.2571875
270,250.6,"Barrel",1,34542,"No home garden",0,3,75.005
271,241.77,"No barrel",0,22464,"Home garden",1,7,73.1740625
272,232.26,"No barrel",0,11423,"No home garden",0,3,85.990625
273,226.66,"Barrel",1,26701,"No home garden",0,4,87.618125
274,164,"Barrel",1,13528,"No home garden",0,2,72.7671875
275,251.84,"No barrel",0,30111,"Home garden",1,6,74.19125
276,165.88,"No barrel",0,7301,"No home garden",0,9,66.460625
277,253.51,"No barrel",0,19713,"No home garden",0,2,86.804375
278,194.97,"Barrel",1,15397,"No home garden",0,6,86.6009375
279,190.12,"Barrel",1,24008,"Home garden",1,7,79.07375
280,244.95,"No barrel",0,36530,"No home garden",0,3,70.93625
281,198.47,"Barrel",1,22268,"Home garden",1,8,79.8875
282,212.02,"Barrel",1,22842,"No home garden",0,7,96.1625
283,140.09,"Barrel",1,5676,"No home garden",0,3,66.05375
284,221.59,"No barrel",0,19227,"No home garden",0,5,83.7528125
285,257.11,"No barrel",0,12084,"No home garden",0,5,91.0765625
286,231.05,"No barrel",0,20179,"No home garden",0,7,74.19125
287,199.72,"No barrel",0,13680,"No home garden",0,4,55.881875
288,194.51,"Barrel",1,29663,"Home garden",1,7,79.2771875
289,209.04,"No barrel",0,9402,"No home garden",0,4,59.54375
290,143.18,"Barrel",1,4957,"No home garden",0,9,56.28875
291,219.98,"No barrel",0,5772,"No home garden",0,5,87.21125
292,198.41,"No barrel",0,25044,"Home garden",1,8,54.254375
293,181.41,"Barrel",1,9163,"No home garden",0,5,76.225625
294,223.96,"No barrel",0,11746,"No home garden",0,3,72.3603125
295,258.9,"No barrel",0,36012,"No home garden",0,4,70.7328125
296,218.83,"No barrel",0,19909,"No home garden",0,7,79.8875
297,263.51,"No barrel",0,13791,"No home garden",0,3,88.2284375
298,212.48,"No barrel",0,17166,"Home garden",1,8,67.8846875
299,243.84,"No barrel",0,32059,"No home garden",0,3,59.950625
300,172.51,"No barrel",0,15538,"No home garden",0,8,62.79875
301,220.47,"No barrel",0,24576,"No home garden",0,6,71.5465625
302,263.96,"No barrel",0,36060,"Home garden",1,8,85.58375
303,197.98,"No barrel",0,14428,"No home garden",0,4,75.005
304,197.22,"No barrel",0,16403,"No home garden",0,6,72.970625
305,174.82,"Barrel",1,15809,"No home garden",0,7,65.646875
306,213.17,"Barrel",1,16009,"No home garden",0,3,92.9075
307,156.97,"Barrel",1,22192,"Home garden",1,10,71.1396875
308,194.3,"Barrel",1,32695,"Home garden",1,8,55.475
309,176.04,"No barrel",0,26563,"Home garden",1,8,50.999375
310,229.77,"Barrel",1,20250,"No home garden",0,4,73.3775
311,225.64,"Barrel",1,19129,"No home garden",0,2,75.6153125
